id,created_at,updated_at,city_id,opening_hr,closing_hr,delivery_charge,description_en,description_ar,menus_count,reviews_count,branches_count,photos_count,name_en,name_ar
2321515,1267458840,1477904013,2114,720,1620,0,,NULL,1,3,3,1,Fattoush,فتوش
2321516,1267458840,1430743724,2115,600,1560,0,,NULL,1,0,1,0,Five Stars (Closed),فايف ستارز (مغلق)
2321517,1267458840,1472383880,2116,660,1560,0,,NULL,1,0,1,0,Flamenco Cafe,فلامنكو كافيه
2321518,1267458840,1476789791,2117,720,1560,0,,NULL,1,1,1,0,Flying Fish,فلاينج فيش
2321519,1267458840,1478780271,2118,60,1560,0,,,1,65,5,152,Fuddruckers,فدركرز
2321520,1267458840,1479026051,2119,720,720,0,,,2,49,3,151,Fuego,فويجو
2321521,1267458840,1479993880,2120,660,1560,0,,NULL,1,48,15,4,GAD,جاد
2321522,1267458840,1477831289,2121,720,1560,0,,,1,16,4,1,Gandofli,جندوفلى
2321523,1267458840,1472383545,2122,60,1560,0,,NULL,1,1,1,1,Garden Promenade Cafe,جاردن بروميناد كافيه
2321524,1267458840,1471819045,2123,720,720,0,,NULL,1,5,1,18,Gaya Restaurant,مطعم جايا
2321525,1267458840,1333687380,2124,660,1560,0,,NULL,0,1,1,0,Green Mill (closed),جرين ميل ( مغلق)
2321526,1267458840,1480841087,2125,720,1560,0,,NULL,1,3,2,8,Halaket El Samak,حلقة السمك
2321527,1267458840,1394584800,2126,60,1560,0,,NULL,1,0,1,0,Hanami Sushi (Closed),هنامي سوشي (مغلق)
2321528,1267458840,1479294008,2127,660,1560,0,,,1,84,28,88,Hardee's,هارديز
2321529,1267458840,1477477136,2128,660,1560,0,,NULL,1,0,1,0,Harry's Pub,هاريز بوب
2321530,1267458840,1394584860,2129,720,1560,0,,NULL,1,0,3,0,Herfy's (closed),هيرفيز ( مغلق)
2321531,1267458840,1383480360,2130,60,1560,0,,NULL,1,0,1,0,Hubbly Bubbly Cafe (Closed),هبلي بابلي كافيه (مغلق)
2321532,1267458840,1379600940,2131,720,720,0,,NULL,0,0,1,0,First Indigo (Closed),فيرست انديجو (مغلق)
2321533,1267458840,1479109650,2132,660,1560,0,,NULL,2,20,1,18,Indira,أنديرا
2321534,1267458840,1471256501,2133,720,1560,0,,NULL,1,4,2,0,Jeita,جعيتا
2321535,1267458840,1472983603,2134,60,1560,0,,NULL,1,3,1,3,Jo Sushi,جو سوشى
2321536,1267458840,1480337908,2135,660,1560,0,,,2,28,2,69,Johnny Carino's,جونى كارينوز
2321537,1267458840,1478790060,2136,720,1560,0,,NULL,2,1,1,8,JW's Steakhouse,جيه دبليو ستيك هاوس
2321538,1267458840,1472986583,2137,60,1560,0,,NULL,1,1,1,0,Kan Zaman,كان زمان
2321539,1267458840,1471257056,2138,660,1560,0,,NULL,1,1,1,1,Karen's Coffee,كارنز كوفى
2321540,1267458840,1478439819,2139,720,1560,0,,NULL,1,3,1,6,Kastan,كاستن
2321541,1267458840,1479112601,2140,60,1560,0,,,1,127,72,61,KFC,دجاج كنتاكى
2321542,1267458840,1480949110,2141,660,1560,0,,NULL,1,3,1,3,Queen,كوين
2321543,1267458840,1475588360,2142,660,1560,0,,,2,30,2,41,Lucille's,لوسيلز
2321544,1267458840,1479371670,2143,720,1560,0,,NULL,2,0,1,0,La Bodega(Closed),لا بوديجا(مغلق)
2321545,1267458840,1477384479,2144,60,1560,0,,NULL,1,38,3,13,La Casetta,لاكازيتا
2321546,1267458840,1472559289,2145,720,720,0,,,2,3,1,64,La Gourmandise,لا جورمانديز
2321547,1267458840,1477995252,2146,660,1560,0,,NULL,1,9,1,8,La Rosa,لاروزا
2321548,1267458840,1420554034,2147,720,1560,0,,NULL,1,0,1,0,La Taverna (Closed),لا تافرنا (مغلق)
2321549,1267458840,1404138588,2148,60,1560,0,,NULL,0,0,1,0,La Terrasse (Closed),لا تراس
2321550,1267458840,1478424869,2149,660,1560,0,,NULL,1,4,2,0,Le Caire 1940,القاهرة 1940
2321551,1267458840,1480331389,2150,720,1560,0,,NULL,1,0,1,0,Le Deck,لو ديك
2321552,1267458840,1479981340,2151,60,1560,0,,,1,2,1,19,Le Pacha,لو باشا
2321553,1267458840,1472118810,2152,720,720,0,,NULL,0,2,1,2,Le Steak,لو ستيك
2321554,1267458840,1476264360,2153,660,1560,0,,NULL,1,0,1,0,Little Italy,ليتل ايتالي
2321555,1267458840,1462450611,2154,720,1560,0,,NULL,1,6,1,25,Little Swiss( closed),ليتل سويس )مغلق(
2321556,1267458840,1472986637,2155,60,1560,0,,NULL,1,2,1,1,Maestro,مايسترو
2321557,1267458840,1475407041,2156,660,1560,0,,NULL,1,9,1,17,Maharaja & Zenzen,مهراجا & زنزن
2321558,1267458840,1472458901,2157,660,1560,0,,NULL,1,63,6,38,Maison Thomas,ميزون توماس
2321559,1267458840,1417716145,2158,720,1560,0,,NULL,0,0,8,0,Makani Deli (Duplicate),مكانى ديلى (مكرر)
2321560,1267458840,1415011100,2159,60,1560,0,,NULL,1,1,4,0,Mangiamo (Closed),مانجيامو (مغلق)
2321561,1267458840,1480866585,2160,660,1560,0,,,2,39,5,14,Man'oucheh,منقوشة
2321562,1267458840,1379597460,2161,720,1560,0,,NULL,0,0,1,0,Maroush Lounge,مروش لاونج
2321563,1267458840,1333696260,2162,60,1560,0,,NULL,0,0,1,0,Mashrabia (closed),مشربية ( مغلق)
2321564,1267458840,1472383655,2163,720,720,0,,NULL,1,7,1,0,Massala,ماسالا
2321565,1267458840,1379596680,2164,660,1620,0,,NULL,0,0,1,0,Mawaweel (Closed),مواويل ( مغلق)
2321566,1267458840,1333602060,2165,720,1620,0,,NULL,0,0,1,0,Max's Restaurant (closed),مطعم ماكسز ( مغلق)
2321567,1267458840,1480853398,2166,60,1620,0,,,1,116,51,225,McDonald's,ماكدونالدز
2321568,1267458840,1478071658,2167,720,1620,4,,NULL,1,5,2,5,Mega Sandwiches,ميجا ساندويتش
2321569,1267458840,1472388813,2168,660,1620,0,,NULL,1,13,3,4,Mercato Italiano,ميركاتو ايطاليانو
2321570,1267458840,1420554144,2169,720,1620,0,,NULL,1,1,1,0,Mezzaluna (Closed),ميزالونا (مغلق)
2321571,1267458840,1477223745,2170,60,1620,0,,NULL,1,1,1,32,Mojo Lounge & Grill,موجو لاونج اند جريل
2321572,1267458840,1480585255,2171,660,1620,0,,,1,27,29,17,Momen,مؤمن
2321573,1267458840,1388158620,2172,660,1620,0,,NULL,1,0,1,0,Tia Maria (closed),تيا ماريا ( مغلق)
2321574,1267458840,1478427875,2173,720,1620,0,,,3,63,11,323,Mori Sushi & Grill,مورى سوشى اند جريل
2321575,1267458840,1458119643,2174,60,1620,0,,NULL,1,0,1,0,Mosaic(closed),موزايك)مغلق)
2321576,1267458840,1479124237,2175,660,1620,0,,,1,27,4,16,My Queen,ماي كوين
2321577,1267458840,1478708254,2176,720,1620,0,,NULL,1,4,1,0,Nile Bukhara,نايل بوخارا
2321578,1267458840,1472033735,2177,60,1620,0,,NULL,1,3,1,0,Nile Fish,اسماك النيل
2321579,1267458840,1469534386,2178,720,1620,0,,NULL,0,0,1,0,Nile Peking (Closed),نايل بكين
2321580,1267458840,1472373209,2179,600,1560,0,,NULL,1,0,1,0,No Big Deal,نو بيج ديل
2321581,1267458840,1333697580,2180,660,1560,0,,NULL,0,0,1,0,Oasis Bar (closed),أواسيس بار ( مغلق)
2321582,1267458840,1480841714,2181,720,1560,0,,NULL,2,4,1,12,Orangette,أورانجيت
2321583,1267458840,1351371120,2182,60,1560,0,,NULL,0,0,1,0,Oro Cafe (Closed),كافيه أورو ( مغلق)
2321584,1267458840,1442158882,2183,720,720,0,,NULL,1,1,1,0,Outback Steakhouse (Closed),أوت باك ستيك هاوس (مغلق)
2321585,1267458840,1478428015,2184,660,1560,0,,NULL,1,109,23,136,Papa John's Pizza,بيتزا بابا جونز
2321586,1267458840,1471263872,2185,720,1560,0,,NULL,1,0,1,1,Papillon,بابيون
2321587,1267458840,1472383508,2186,60,1560,0,,NULL,1,0,1,0,Paprika,بابريكا
2321588,1267458840,1477920912,2187,720,720,0,,NULL,3,1,3,3,Pasqua Cafe,باسكوا كافيه
2321589,1267458840,1478601589,2188,660,1560,0,,,1,72,7,36,Peking,بكين
2321590,1267458840,1457477749,2189,720,1560,0,,NULL,1,0,1,0,Philly Pan (Closed),فيلى بان (مغلق)
2321591,1267458840,1453047625,2190,60,1560,0,,NULL,1,2,1,2,Peppes Pizza (Closed),بيتزا بيبيس (مغلق)
2321592,1267458840,1479740734,2191,660,1560,0,,,1,94,38,219,Pizza Hut,بيتزا هت
2321593,1267458840,1478779391,2192,660,1560,0,,,1,28,17,15,Pizza King,بيتزا كينج
2321594,1267458840,1394584140,2193,720,1560,0,,NULL,1,0,1,0,Pizza Rito (Closed),بيتزا ريتو ( مغلق)
2321595,1267458840,1379604660,2194,60,1560,0,,NULL,0,0,1,0,Pizza Station (Closed),بيتزا ستيشن ( مغلق)
2321596,1267458840,1479897219,2195,720,720,0,,,1,18,8,60,Pottery Cafe,بوتري كافيه
2321597,1267458840,1479716428,2196,660,1560,0,,ألذ طعم مشوي على الفحم النباتي - نقدم لك من أفضل أنواع الرز البسمتي في العالم - الدجاج طازج من مزارعنا - جرب بنفسك و اكتشف الطعم الرائع,1,31,17,43,Prego,بريجو
2321598,1267458840,1470920756,2197,720,1560,0,,NULL,1,3,1,3,Villa 55,فيلا 55
2321599,1267458840,1379604360,2198,60,1560,0,,NULL,0,0,1,0,Pullman Bar (Closed),بولمان بار (مغلق)
2321600,1267458840,1476789489,2199,660,1560,0,,NULL,1,3,1,6,Raoucha & Kandahar,روشه و كندهار
2321601,1267458840,1426510831,2200,720,1560,0,,NULL,1,1,1,0,Raspberry (Closed),راسبيري (مغلق)
2321602,1267458840,1478071809,2201,60,1560,0,,NULL,1,2,2,0,Retro,ريترو
2321603,1267458840,1478710083,2202,660,1560,0,,NULL,1,4,5,23,Rigoletto,ريجوليتو
2321604,1267458840,1479995714,2203,720,1560,0,,NULL,1,0,1,15,Ristorante Tuscany,ريستورانت توسكانى
2321605,1267458840,1480785464,2204,60,1560,0,,NULL,2,42,4,52,Roastery,روسترى
2321606,1267458840,1478786595,2205,660,1560,0,,,1,26,7,22,Roma Pizza 2 Go,روما بيتزا تو جو
2321607,1267458840,1476089884,2206,660,1560,0,,NULL,1,4,1,37,Romano's Macaroni Grill,رومانو مكارونى جريل
2321608,1267458840,1476265751,2207,720,1560,0,,NULL,1,2,1,6,Roy's Country Kitchen,روي كنترى كيتشن
2321609,1267458840,1479642152,2208,60,1560,0,,,1,20,2,73,Ruby Tuesday,روبى تيوزداى
2321610,1267458840,1423045650,2209,720,720,0,,NULL,1,0,1,0,Thai Elephant (Closed),تاى ايليفانت (مغلق)
2321611,1267458840,1477996591,2210,660,1560,0,,NULL,1,2,1,0,Safaris Club,سفاريس كلوب
2321612,1267458840,1480550313,2211,720,1560,0,,NULL,1,14,1,34,Sakura Sushi,ساكورا سوشى
2321613,1267458840,1480204475,2212,60,1560,0,,NULL,1,0,1,5,Saraya Gallery,سرايا كافيه
2321614,1267458840,1474972524,2213,660,1560,0,,,1,46,5,87,Sbarro,سبارو
2321615,1267458840,1472740789,2214,720,1560,0,,NULL,1,2,1,5,Schatz,تشاتز
2321616,1267458840,1476032588,2215,60,1560,0,,,1,30,2,26,Semsema,سمسمة
2321617,1267458840,1479029089,2216,720,720,0,,,2,17,1,103,Sequoia,سيكويا
2321618,1267458840,1348731240,2217,660,1560,0,,NULL,0,0,1,0,Shanghai Family Chinese Restaurant,مطعم شنغهاي فاميلى الصيني
2321619,1267458840,1474186569,2218,720,1560,0,,NULL,1,14,3,1,Shawermer,شاورمر
2321620,1267458840,1380476160,2219,60,1560,0,,NULL,1,0,1,0,Sheboya (Closed),شيبويا ( مغلق)
2321621,1267458840,1476266083,2220,660,1560,0,,NULL,1,0,2,2,Sidi Mansour,سيدى منصور
2321622,1267458840,1479998329,2221,660,1560,0,,,1,27,6,21,Smiley's Grill,سمايلز جريل
2321623,1267458840,1478427641,2222,720,1560,0,,,1,125,24,408,Spectra,سبكترا
2321624,1267458840,1479108009,2223,60,1560,0,,,1,49,7,67,Steak Out,ستيك أوت
2321625,1267458840,1478610600,2224,660,1560,0,,تضـم مطاعم ستوديو مصر تشكـيلة رائعـة من المشاوي والأطباق الشرقية الأصيلة. وقد صمم المطعم على طراز الأفلام المصرية القديمة ليعكس بذلك جو عائلي دافئ. و يعتبر مطعـم مشـاوي ستوديو مصر أحد أهم مطاعم مجموعة عامر جروب، المجمـوعة الدوليـة التي تمتـلك العـديد من المطاعم والمنتجعات العالمية.,1,30,7,18,Studio Masr,ستوديو مصر
2321626,1267458840,1479206056,2225,720,1560,0,,,1,19,6,35,Subway,صب واى
2321627,1267458840,1476265003,2226,60,1560,0,,NULL,1,47,7,109,TGI Friday's,تى جى أى فرايدايز
2321628,1267458840,1479388382,2227,720,720,0,,,1,9,3,46,Taboula,تبولة
2321629,1267458840,1479730809,2228,660,1620,0,,NULL,1,9,4,5,Tacobee,تاكوبى
2321630,1267458840,1398969900,2229,720,1620,0,,NULL,1,0,1,0,Taouk Express (Closed),طاووق اكسبريس ( مغلق)
2321631,1267458840,1476033414,2230,60,1620,0,,NULL,1,2,1,0,Tartine,تارتين
2321632,1267458840,1480247204,2231,720,1620,0,,تيبيستى (فطائر-بيتزا-معجنات) طعم لايقاوم من الفطائر الشرقى حلو وحادق والبيتزا والمكرونات المكونه من اجود الخامات بافضل الطرق والمذاق المختلف,1,22,2,14,Tebesty,تيبستى
2321633,1267458840,1477303239,2232,660,1620,0,,NULL,1,3,8,3,The Bakery (Closed),ذا بيكرى (مغلق)
2321634,1267458840,1374271860,2233,720,1620,0,,NULL,1,1,4,0,The Burger Kitchen (Closed),ذا برجر كيتشن ( مغلق)
2321635,1267458840,1478876603,2234,60,1620,0,,سلسلة مطاعم توم اند بصل للكشري والفطائر والبيتزا الشرقي,1,37,10,6,Tom and Basal,توم اند بصل
2321636,1267458840,1473081894,2235,660,1620,0,,NULL,1,1,1,3,Torii,تورى
2321637,1267458840,1379604240,2236,660,1620,0,,NULL,0,0,1,0,Tornado,تورنادو
2321638,1267458840,1476191413,2237,720,1620,0,,,1,9,2,15,Tres Bon,ترى بون
2321639,1267458840,1479221655,2238,60,1620,5,,,1,2,5,22,Trianon,تريانون
2321640,1267458840,1472562630,2239,660,1620,0,,NULL,1,0,1,0,Pub 55,بوب 55
2321641,1267458840,1474885803,2240,720,1620,0,,NULL,1,10,1,4,Vittorio's,فيتوريوز
2321642,1267458840,1426510311,2241,60,1620,0,,NULL,1,0,1,2,Wabi Sabi (Closed),وابى سابى (مغلق)
2321643,1267458840,1383479880,2242,720,1620,0,,NULL,1,1,5,0,Wessaya (Closed),وصايا (مغلق)
2321644,1267458840,1474467515,2243,600,1560,0,,NULL,2,2,1,11,Zitouni,زيتونى
2321645,1267458840,1477228046,2244,660,1560,0,,,1,12,2,23,Zo Asian Restaurant,مطعم زو الاسيوي
2321646,1293863880,1472035425,2245,720,1560,0,,NULL,1,1,1,0,Gaya Sushi,جايا سوشى
2321647,1308268260,1472990499,2246,60,1560,0,,NULL,1,0,2,0,ZenZen,زنزن
2321648,1298537100,1415010865,2247,720,720,0,,NULL,1,0,1,0,Chicken Stop (Closed),تشيكن ستوب (مغلق)
2321649,1303480560,1477214775,2248,660,1560,0,,NULL,1,5,1,0,Chunky's,تشانكيز
2321650,1307738520,1333599840,2249,720,1560,0,,NULL,0,0,1,0,Kasablanka (closed),كازابلانكا ( مغلق)
2321651,1298535660,1480507307,2250,60,1560,0,,NULL,1,10,4,5,Pizza Master,بيتزا ماستر
2321652,1293943140,1426510145,2251,720,720,0,,NULL,1,0,1,0,Portobello (Closed),بورتوبللو (مغلق)
2321653,1293863880,1478708165,2252,660,1560,0,,NULL,1,6,3,4,Hadramout & Sammar,حضرموت و السمار
2321654,1293863880,1471944526,2253,720,1560,0,,NULL,1,5,1,1,Jared's Bagels,جاريدز بيجل
2321655,1293943140,1394584020,2254,60,1560,0,,NULL,1,1,1,0,O Sushi (closed),أو سوشى ( مغلق)
2321656,1293867480,1472033197,2255,660,1560,0,,NULL,1,9,1,7,Lan Yuan,لان يوان
2321657,1298535660,1382231100,2256,660,1560,0,,NULL,1,0,1,0,Sushi Cafe (Closed),سوشى كافيه ( مغلق)
2321658,1298535660,1399559759,2257,720,1560,0,,NULL,1,0,1,0,The Noodle House (Closed),ذا نودل هاوس ( مغلق)
2321659,1298533380,1479122464,2258,60,1560,0,,,2,16,6,134,Makani Sushi & Deli,مكانى سوشى اند ديلى
2321660,1308698400,1420549129,2259,720,720,0,,NULL,1,0,1,0,Waffleat (Closed),وافل ايت (مفلق)
2321661,1303923060,1422291052,2260,660,1560,0,,NULL,1,0,1,0,Salidas (Closed),ساليداس  (مغلق)
2321662,1303933860,1399559838,2261,720,1560,0,,NULL,1,0,1,0,Waffles n' Shakes (Closed),وافلز اند شايكس (مغلق)
2321663,1304265240,1410078195,2262,60,1560,0,,NULL,1,1,1,0,Cocoon (Closed),كوكون
2321664,1304481480,1470609302,2263,660,1560,0,,,1,9,3,22,Golio's,جوليوز
2321665,1304483340,1394591640,2264,720,1560,0,,NULL,1,0,1,0,Tonino (Closed),تونينو ( مغلق)
2321666,1304863560,1382231880,2265,60,1560,0,,NULL,1,0,1,0,Mustakis (Closed),موستاكيس (مغلق)
2321667,1304899680,1479202272,2266,660,1560,0,,,1,60,12,196,TBS The Bakery Shop,تى بى اس ذا بيكرى شوب
2321668,1304900520,1477997461,2267,720,1560,0,,NULL,1,1,1,5,Petit Palmyra,بيتيت بالميرا
2321669,1304901360,1459109866,2268,60,1560,0,,NULL,1,0,1,0,Chinese Lounge,تشاينيز لاونج
2321670,1304902680,1480505695,2269,660,1560,0,Come celebrate Ramadan with our specialty dishes and drinks followed by our heavenly homemade desserts in a great ambience with friendly people.,,1,11,2,52,Chez Edy,شيه ايدى
2321671,1304904960,1442938108,2270,660,1560,0,,NULL,1,0,1,2,Cinnzeo (Closed),سينزيو (مغلق)
2321672,1305288480,1478710516,2271,720,1560,0,,NULL,1,2,1,16,Munchies,مانشيز
2321673,1305289440,1333600500,2272,60,1560,0,,NULL,0,0,1,0,Wagamama (closed),واجاماما ( مغلق)
2321674,1305568140,1476034866,2273,720,720,0,,NULL,1,0,1,27,Omar's Cafe,عمر كافيه
2321675,1305618660,1409055720,2274,660,1560,0,,NULL,1,1,1,0,Kasr El Shouk (Closed),قصر الشوق
2321676,1305636120,1446995259,2275,720,1560,0,,NULL,1,0,1,0,Essence (Closed),ايسنس (مغلق)
2321677,1305636720,1480513843,2276,60,1560,0,,NULL,1,5,1,0,Munch and Bagel,مانش اند بيجل
2321678,1306543320,1410908156,2277,660,1560,0,,NULL,1,0,1,0,Kiwi (Closed),كيوى  (مفلق)
2321679,1306548900,1472115766,2278,720,1560,0,,NULL,1,0,1,0,Prosperos,بروسبيروس
2321680,1308066360,1472992004,2279,60,1560,0,,NULL,1,3,1,5,Osmanly,عثمانلى
2321681,1308067200,1472559105,2280,720,720,0,,NULL,2,0,1,0,Chocolate Lounge,شوكوليت لاونج
2321682,1308069360,1442406957,2281,660,1560,0,,NULL,1,0,1,0,Shishawy (Closed),شيشاوى (مغلق)
2321683,1308450840,1476108286,2282,720,1560,0,,NULL,1,1,1,0,Blue Rose Bar,بلو روز بار
2321684,1308454680,1477225194,2283,60,1560,0,,NULL,1,5,1,4,Ruen Thai,روين تاي
2321685,1308455220,1471941820,2284,660,1560,0,,NULL,1,0,1,0,Garden Grill,جاردن جريل
2321686,1308456240,1472046423,2285,660,1560,0,,NULL,1,0,1,0,Pool Sala,بول سالا
2321687,1308696240,1479638281,2286,720,1560,0,,,1,12,3,59,Bread Basket,بريد باسكت
2321688,1309364580,1479371613,2287,60,1560,0,,,1,51,8,331,NOLA Cupcakes,نولا كب كيكس
2321689,1309365240,1478072281,2288,660,1560,0,,NULL,1,1,1,0,Bocelli Cafe & Restaurant,مطعم و كافيه بوتشيلي
